"ClaimNumber","LossCause","InsuredAge"
"3e844cbaa9909124a69243239e381542","Collision with motor vehicle",64
"3e8ec7e62cd8a07e02c7d7bca6694ca7","Collision with motor vehicle",62
"3e92017344b65a7065d01159d5a0f32c","Collision with fixed object",43
"3e92b647c40364aa117fabc7eaa9652d","Collision with motor vehicle",64
"3e932e3a371f6771e355f7b8c65d5ce3","Collision with fixed object",56
"3e93a7d7f9ef26d238217a3085cd44d5","Collision with animal",68
"3e9462d480b5e6e58197938d408f3e1b","Collision with other object",67
"3e9c4214324c1386b6bd43b18452720b","Collision with motor vehicle",61
"3ea5b3e28c812e2a3f8708418874c310","Collision with motor vehicle",56
"3eab7396bc2a3acb18a8e10bc9db14f6","Falling object(s)",29
"3eac82371aeb7ddf88909682e114435a","Collision with motor vehicle",34
"3eaf1a72fe604cf5d5097d94177ff076","Collision with fixed object",67
"3eb4e685788087c96bf20e3c258a81d3","Collision with motor vehicle",68
"3eb8fa5aa3ecdc5d1f65a7e9ea31e43b","Collision with animal",64
"3eba846c12f1469c844a756d8488f577","Collision with motor vehicle",55
"3ebd01aa128b37fed099889e7b7cc030","Collision with motor vehicle",44
"3ec739844aff485862cdb2872a1f75cc","Collision with motor vehicle",36
"3ec8958d9f458850836e3282f73f988f","Collision with fixed object",102
"3ed4e19e93ff3f1a5dc5f4ea4c7619dd","Collision with motorcycle",61
"3ed5994dd3f21a43fef38190dd761916","Collision with pedestrian",67
"3ee624e224acf5be2735a5b75c09c818","Collision with motor vehicle",52
"3ee856a303f90bdf4ef00d37177e07d6","Collision with motor vehicle",NA
"3eea4f957ea054d55a2ef1a73bf49566","Entering or getting out of a vehicle",74
"3effd5256b122ca57d746f745f58b10e","Collision with motor vehicle",NA
"3f0067ba1055e74556156d487fcb4d43","Collision with fixed object",65
"3f09a034813308ea03b19b13545c97c7","Collision with motor vehicle",53
"3f193cec01ad8bdf8b1a497d664abaa0","Collision with fixed object",23
"3f247930d7c3714a5eaa59a4cff56bee","Collision with motor vehicle",54
"3f270051db03031d6e697e164fb2e5bf","Collision with motor vehicle",86
"3f2b6eacdb3af122ac2d2a6ee481e1ee","Collision with motor vehicle",55
"3f2b8c51986f995af98b3f7e847077df","Collision with motor vehicle",52
"3f370239feb6bb18db9109bcc8cf1826","Collision with fixed object",72
"3f423535703861962c0425564473eb84","Collision with motor vehicle",25
"3f4443d00a55bf1fc167a4b441bfd09c","All other",76
"3f51ee1091b0dd6ac7201d867ed2af75","Collision with motor vehicle",33
"3f56dac10c43f60947696f5f4e840a67","Collision with motor vehicle",93
"3f591b8d447d033cfc5c374eee9fd997","Collision with motor vehicle",49
"3f6837ccdb0f2140646e1373d0b2e1ca","Collision with motor vehicle",72
"3f685d1e68e4981d9d94dec8ea44a5cd","Collision with motor vehicle",60
"3f7e5ca5b3cd61f8843cdf98add77545","Collision with motor vehicle",77
"3f7ea4c9b33a744fd6a126b3709ec969","All other",49
"3f7f00b6ed77aa2a2bb297e2ce6bb535","Collision with motor vehicle",58
"3f8b76895a8ef9c1e2f918449164a4ab","Collision with motor vehicle",73
"3f8ca397bad8794de38b3cc8e49e4054","Collision with motor vehicle",69
"3f8e4a8ff7f9b2204cfc16aa6a865b85","Collision with motor vehicle",64
"3f8fe1fa7366ef92bed41fe7dcd6e020","Collision with motor vehicle",52
"3f9491a6cc0050aead29ec4ec68fbe14","Collision with motor vehicle",57
"3fa00a281af6ba09bf04960442d3981a","Collision with motor vehicle",90
"3fa1a913887f2eb998c7669f5e3508c6","Collision with motor vehicle",65
"3faf89ecd620ff105f3a4f797e036c94","Collision with motor vehicle",49
"3fb2b80ec80154aa184aed19a8ada955","Collision with fixed object",65
"3fb74c81e52de74de554fe8f78d376c7","Collision with motor vehicle",58
"3fb95be09be0dc4ca12f4b3a54f5c8f3","All other",61
"3fbbe08866b0e218472e5f01abafd1c7","Collision with motor vehicle",30
"3fbec1d4a2ada2d999ce4259b837d315","Collision with bicycle",51
"3fc0225024360b9f45689f0bd6d927c2","Collision with fixed object",77
"3fc585d8a49241b1949bba8780738632","Collision with motor vehicle",60
"3fd403af2eabf32d6e05626d48cbc925","Collision with motor vehicle",73
"3fd5c68bc1d105f5fba9d12d4559ed88","Collision with motor vehicle",32
"3fdea3f1c1153f325a022ac8c5daa2a9","Collision with fixed object",38
"3fe4e3a16c29f6c5b6af6a8e825cb910","Collision with motor vehicle",73
"3fe675b0cee76c597d5781ee5d5ecac3","Collision with motor vehicle",52
"3feb04b4083a1a7a3f8271bf4001185c","Collision with motor vehicle",25
"3feb778b81ed6e8a9c7092710439b086","Collision with motor vehicle",62
"3ff34b00afd728944f601dbe276faf4d","Collision with fixed object",54
"3ff4fa1e2b8a949bf13a3556a0f3ae53","Collision with fixed object",44
"3ff757cc97203bb1966ae90c03f42fc9","Collision with motor vehicle",54
"3ff9169a755086fa090598db4ea69913","Collision with motor vehicle",50
"3ff9a21c879463ab82fa027e9393857e","Collision with motor vehicle",57
"400fdd2b95ac60823299fb6514d7aa99","Collision with motor vehicle",42
"40112bf0ab7d7fcd6514dcbeeba86601","Collision with motor vehicle",98
"4011e018c6ae32349638c1427be86831","Collision with motor vehicle",50
"40182bdf1f9efc2faec280342df712e7","Collision with motor vehicle",32
"4021b04060589522d4455c1b11612846","Collision with motor vehicle",69
"4024eb2bc7f8689980aeb38cef872281","Collision with motor vehicle",57
"4029086b1774b17d644775059f7f3c2a","Collision with motor vehicle",74
"4029c0a8aa7b5a59bdeed1cbce44fb00","Collision with motor vehicle",51
"402e13c8ad9b31c23f36dcc13de40ad0","Collision with motor vehicle",32
"402f1e67fd12a3bf563f28ac43111854","Hit while parked - insured",83
"4031bd3d83eae3db5153460f7c6b1633","Collision with motor vehicle",82
"4036386c44e23ed3abf593b42e4715ce","Collision with motor vehicle",52
"4051420f9f9f15d9b6e0fdc0e5f04fdd","Collision with motor vehicle",66
"4053279e18db9a0007973dd8c99957f5","Collision with motor vehicle",39
"4054ee201bb61654e409f0ddf209ef53","Collision with motor vehicle",50
"4055a2e5341429bb54a0f165b10161be","Collision with motor vehicle",44
"4064471c23a1680cfea9c601965a326e","Collision with motor vehicle",42
"4064580eb7fc657f9ac4c9201b013768","Collision with motorcycle",97
"4069cf610f25ba783d4c3c722a1b2989","Collision with motor vehicle",82
"40797357c94b53b44567d56465eaef73","Collision with motor vehicle",58
"407aef8bb52ffd1ac340a07b7ee0d607","All other",26
"407fd031a899e590318028914c195b09","Collision with fixed object",23
"40876e15debfcc89976e660d10134b2e","Collision with motor vehicle",35
"408c8c3cfd6ee3500dffabce27ee475a","Collision with fixed object",53
"408fe777b564061e6c50958dcefb6bf1","Collision with other object",79
"409a5df73e213637080de34486d0ebec","Collision with motor vehicle",88
"409bc31a2ede38091fe9523b0df75776","Collision with motor vehicle",64
"40a1e35cb09c5083e2d6402381193ace","Collision with motor vehicle",74
"40a7a1899aa78c03f90c154a4f20c987","Collision with motor vehicle",87
"40a88909382382c513075a01b68c2d7a","Collision with other object",75
"40b042d8f52852575e32202ac712969f","Collision with motor vehicle",56
"40b677f1cd4f95e8839fb7994877cb91","Collision with motor vehicle",93
"40b8086b32512af54b6185230a356301","Collision with motor vehicle",56
"40b9b0815653981344e62fdacab70fdf","Collision with motor vehicle",59
"40b9e00852145fe34ac3d4b1754d84f9","Collision with motor vehicle",37
"40bcd0ad8b9a525c6bc337031a0fb0bd","Collision with motor vehicle",57
"40c6bda8a0dbac677bd24917b86fe6b8","Collision with motor vehicle",61
"40db3c7ef4cc294d348a5bab7b12fe1c","Collision with motor vehicle",51
"40e17fb20ebe1b09687224772bc4dd6d","Collision with motor vehicle",50
"40ef5222f2684262a34955bc0b5a4d3d","Collision with fixed object",58
"40f5289438d2d3987c9dd39204be3e1b","Collision with motor vehicle",48
"40fcf20b18528edf038c52a9c3809530","Fire",61
"411895db3fa491093ba38d0475446f61","Collision with motor vehicle",39
"414a73011e69187b1b20ceebaeb4cda8","Collision with pedestrian",63
"41557bf8633c64bab5062ee5b8053829","Collision with motor vehicle",62
"4155c2b03173af384ab6e0bd05a80dad","All other",55
"415e9c512b996b26110a2873d1cfb74e","Collision with motor vehicle",67
"4163c5c267038c3e6ac40a1727386566","Collision with other object",41
"4165e747ddaec9cb82657dde9405b755","All other",23
"4167c45b5219080a1d385e58e8227839","Collision with motor vehicle",69
"4168fc0f2c26942cd704be6e31833082","Collision with motor vehicle",46
"4169ade571ba7a9608aa317c48d4ad15","All other",71
"41798a29240540b99af59058e857a9cf","Collision with motor vehicle",65
"418a6afbdbbdd021413f847c7f3fcc3a","Collision with motor vehicle",55
"418a81f605486fe7c8e0dc002a454fc5","Collision with motor vehicle",60
"418f2f947a577345e6af18b5fa245828","Collision with motor vehicle",75
"41932806d807288ded26e159c568b0e8","Collision with motor vehicle",60
"4194957d268fce250ce10220a6ec73bb","Collision with motor vehicle",95
"41a16140b80bc7f4c71d95edec6c98ff","Rollover",33
"41a1deebd8dd731ed5ada89bf99da9ab","Collision with pedestrian",65
"41a6a045f2dc2cd46df0d24e09cb0ee5","Entering or getting out of a vehicle",55
"41ae9ede02be4f9ec4dd013a53f7b6c4","Collision with motor vehicle",65
"41b499c99c8f4a5ee571f73aa2666f66","Collision with motor vehicle",52
"41b5ce10ad01dc166b921585dca07ba1","Collision with motor vehicle",80
"41b66c8563d33bc0bad1ccd9084b7707","Collision with motor vehicle",37
"41bf7579290a6211b0241b90a3739061","Towing",59
"41c304870f4a7fee8d2fe9e4d0ccec6f","Collision with motor vehicle",60
"41c47ea5232a9c7ee0a02f2434719179","Collision with fixed object",53
"41c6983c7f3369060b1f64f913b0fe2d","Collision with motor vehicle",36
"41c9e4a4c55be7f584baf06b736c7563","Collision with motor vehicle",39
"41d07d1f51d67045d032f9c401215544","Collision with fixed object",51
"41d2e8c7ffb118b5c8736db468210f74","Collision with motor vehicle",32
"41dd2f76851e781070a9c4d6f58a0f8d","Collision with motor vehicle",53
"41e501ddd196cc15d8fdf8b2c2b24446","Collision with fixed object",86
"41e7891b75b39e12c6a23f91dbfe16c3","Collision with motor vehicle",59
"41eb3aea1e0cf954d796b49da34122d8","Collision with motor vehicle",57
"41ebb7ea8acc4c716c9e6d56d047638f","Collision with fixed object",56
"41f1cf3597a3c1cb38dad3140ab3976c","Collision with motor vehicle",74
"420920dcfc685366f05fe0c0f6c47986","Collision with motor vehicle",34
"420d54658a75acd1b0598ef41168f556","Collision with motor vehicle",81
"42131b07c38da1d7138b62c624f1589a","Collision with motor vehicle",65
"4213429806d811e06a761d34470f78a3","Collision with motor vehicle",39
"4217c1ce5540eea7f09bb5defd24f359","Collision with motor vehicle",88
"421ea740edf5d101d0595d06380a2a9e","Collision with motor vehicle",66
"421eea78368c443ce2c898943d6870b4","Collision with motor vehicle",31
"4227c293e05e0e9b9aa76c0fe5c3aee8","Collision with motor vehicle",49
"423589e04c244d156cefc70281224c0f","Collision with motor vehicle",86
"42427b98e7878e92cd3133d072829bfa","Collision with fixed object",82
"4246c12f1ea4b816fdcf694027a0b58a","Collision with motor vehicle",49
"424d35d10a92f8c381a0f24b54f97e49","Collision with motor vehicle",87
"4255ceb4a49926c8931106bc1f5cdbb3","Hit and run",56
"425dc26c08e84241eefd38bc2c1092de","Collision with motor vehicle",72
"425e5f116f6d021af7b5ae35ccb39cbd","Collision with motor vehicle",54
"426127a8d6b5f5d02762908fee3421a3","Collision with motor vehicle",49
"42767e1f69277d0efa8e2dccb0679574","Collision with motor vehicle",57
"427802ac2350cf63ad89a5f111c60683","Collision with fixed object",58
"427ee5dfa7a7a181f6a2626332eec98d","Collision with motor vehicle",49
"428585e98f1bb5574433434bfd8d5b9e","Collision with motor vehicle",53
"4287156a3d582f8e542a07f4216dc2e5","Collision with motor vehicle",62
"429de547ffb18667c6c15100c61e969d","Collision with fixed object",60
"42a8858005a1b6da2839846f6e00b6c5","Collision with fixed object",59
"42b1d412228720536fffc50691e76fce","Collision with motor vehicle",76
"42b9deeba8438f5c6e0f5e143610de82","Collision with fixed object",60
"42bf0a7b0f7e001e43b3b2a29fe6a33a","Collision with motor vehicle",83
"42bf36a5ad3e0a136cb13bf5b426f568","Collision with motor vehicle",37
"42cb796ec52db16cca6aa3c14dd09bfc","Collision with motor vehicle",38
"42d1de913d6f246c9a6ec8fd7359b1a3","Collision with motor vehicle",53
"42dc1af176b6fe45f8970a0851764b6b","Entering or getting out of a vehicle",93
"42de2ba1ca9a5ec74dda3d3ffba52ac3","Collision with motor vehicle",46
"42f34b6df5bb50034676269c7b745ae7","Collision with motor vehicle",60
"42f7e23a4577855db3c18b1e69d2ce20","Collision with motor vehicle",35
"42fa181bcce635b913315a89912d0a17","Hit and run",42
"43027e1fa2a8840c05f9d726b8518050","Collision with fixed object",58
"4307ccfb30e2084b272f64b0c62337a7","Collision with motor vehicle",51
"43107462a55a9221def012645dc57f00","Collision with motor vehicle",70
"4313c406ffc5e5680ad85c120047cb8e","Collision with motor vehicle",57
"4317b1b104049c1b1e8815dd35bed9f7","Collision with motor vehicle",76
"4317c2a4ec71222d6916e6e36c16430a","Collision with fixed object",51
"432399386b1354fec6250944cbf15c6e","Collision with motor vehicle",48
"43241906db3c6ae48049f44b0437d2ad","Collision with motor vehicle",53
"43248a3e8820375287500a99d0f73dfd","Hit and run",61
"432679b449bb4e5440a2311ce6f51ee0","Collision with motor vehicle",67
"432782b92c5189660ce02a297094edd2","All other",63
"432e75878773b4b0279b35c12c0bea80","Collision with motor vehicle",59
"432f8a27699038f295cb60a1c2559517","Collision with motor vehicle",89
"43355549c77261af9f1a66824c201d2c","Collision with motor vehicle",61
"4336ae4c86993c68df87c4c04c42704a","Collision with motor vehicle",55
"433826a579976f41167712ee3c632b3c","Collision with motor vehicle",37
"433cf2cd48844e3fa2eb5c895cb8eb47","Collision with motor vehicle",47
"43454d5bc518f8091530fa3a1de8cd49","Collision with motor vehicle",35
"43528a87f1aa95dc495ed5a84d03472d","Collision with motor vehicle",92
"4354fe8591609f9ce813d9814e7c1f6b","Collision with motor vehicle",69
"4355a34945f3536bc24188c1182dd8c8","Collision with motor vehicle",61
"43564f48c38c6ee60c6dcc4a63516a9d","Collision with motor vehicle",47
"435a44c1032b44061980193fcc1daa8a","Collision with motor vehicle",38
"435a91513323b5e72cf1a7ac4160db21","Collision with motor vehicle",65
"435e47f975e6f80c4a9be052d5fdcc8d","Collision with motor vehicle",55
"4366c7f8e7df42439a6e96c4af919c41","Collision with motor vehicle",71
"4368f2b8f25093b82e9a133c82f1700f","Entering or getting out of a vehicle",56
"4372183028a5619e365b431f13eefc4b","Collision with fixed object",71
"437340b2d6ec40a5f26cbcb77d84cf2b","Collision with motor vehicle",84
"4375a939fff6a31a4202f80621dcd45b","Collision with motor vehicle",91
"4378e8c3e75c905061b13479e909691d","Collision with motor vehicle",59
"437c6715c49979f304f534915f61df97","Collision with pedestrian",31
"438566f3803f7003febcce8c2bc1c74e","Collision with motor vehicle",77
"4393d126bbdbad95de6b8e7513089317","Collision with fixed object",47
"439a0a2bc7bf527821efd46fac201431","Collision with motor vehicle",64
"43b7e789559919807c3d77d4798b9bea","Collision with motor vehicle",39
"43bab05ab9370e0494ec20a3a4378129","All other",60
"43c931505ee0296ed247f1e9b76c4c32","Rollover",52
"43d0631e0dc1474ad32072538b94b49c","Collision with motor vehicle",66
"43d5e0ee989499e182ccdbac9796cc1f","Collision with motor vehicle",80
"43ed0683a58f5ebef8cf2a0bc5528e16","Collision with motor vehicle",33
"43f4a58d5cd0a35f42cd4bbe905e6461","Collision with motor vehicle",56
"43f795efb2b5069579435982d7e7e4ca","Collision with motor vehicle",65
"43f9a9f333368af0e79cc206fa3a15a9","Collision with motor vehicle",49
"43faba6b96f229e5b11b0e0280f2f8e9","Collision with motor vehicle",81
"43fc150ba118fe3eb762befb4e021880","Collision with motor vehicle",72
"43fef709e07ce321d90ca58734cb369e","Collision with motor vehicle",69
"440028cbb63a01c979c1109186b00d21","Collision with fixed object",61
"4403c24ba3b360db9e81d9ebdab27a40","Collision with motor vehicle",NA
"44060d5e026d7e496a0e3c9be2c5989c","Collision with motor vehicle",66
"4408f365350f952ebb787fe1deef61c3","Collision with motor vehicle",90
"440bcff9a9f978e20362b8db28adbd63","Collision with motor vehicle",83
"440e1e97f27cb94891d69e82358b12fb","Collision with fixed object",68
"440f34872cfae45d77fd75b0c01a63c8","Collision with motor vehicle",56
"441423ce6667437596f79cf9ae309ff9","Collision with motor vehicle",56
"4415157442048b633a1945e291ba2870","All other",52
"44155b44f6ef6baf6f99c8cb985fcee3","Collision with motor vehicle",43
"441752e9d88946b446722f032df38c21","Collision with motor vehicle",41
"4434cdc84bb5c2117ffb320920b4616a","Rollover",78
"44354573333af83348e8c14737056b72","Collision with bicycle",48
"4438bb240f59ec84fde280b7843be4f9","Collision with motor vehicle",32
"444e99efd5d53e8c5e0b93edca6b5b4f","Collision with motor vehicle",62
"44537e951934a5a05eeb3a4510159e11","Collision with fixed object",43
"4454645ac14f0b7ceb1798cfd1e9ae44","Collision with motor vehicle",67
"44642dd9a7f58ee1487f13e979fc14f2","Rollover",42
"446caa6a29aef046e055519247efc79f","Collision with motor vehicle",56
"446f2214c684805e7f5a6732664163e4","Collision with motor vehicle",60
"447b7fd7c271d5dca3e00ef76422d638","Collision with motor vehicle",86
"44866c0d1844f53920a9f53e3ca54b29","Collision with motor vehicle",65
"44867e72fc82dfbff5bb7d0273111b3d","Collision with motor vehicle",72
"4489d7f9fe9db58f5aebe80c3393ac78","Collision with motor vehicle",39
"448ae31aee3ad9500aee5a679bdf5a51","Collision with motor vehicle",74
"448c1f13508ed3094f3add3438c426ac","Collision with motor vehicle",51
"44919f30cf39b18942884775b45a0e45","Collision with motor vehicle",81
"44942a08c595925198dd57d78d2ab640","Collision with motor vehicle",68
"44962d5a2de227fac444d7df8ca77f0b","Collision with fixed object",31
"449667d8a458174cd78d96812dd837c9","Collision with motor vehicle",74
"4496684c4d1d0f23ba2f77771fac722c","Collision with fixed object",57
"4496848fe9f749a4abf5843aa9103a6f","Collision with motor vehicle",63
"4496b70c072d6e4e75c4d42a7584de31","Collision with motor vehicle",32
